0,142.1485817
1,125.2290543
2,113.0764303
3,104.9634148
4,100.1627434
5,97.94718217
6,99.02763814
7,96.99853269
8,98.61044563
9,97.32492484
10,99.28183236
11,97.84011595
12,99.79234764
13,99.9030843
14,101.7247857
15,101.4905145
16,104.1700278
17,104.0336503
18,106.3541482
19,105.8937895
20,107.1443649
21,106.9310699
22,108.0254497
23,107.8307943
24,107.4962734
25,108.003241
26,108.9484376
27,109.2339324
28,108.7968592
29,109.1895862
30,108.9319497
31,109.6673519
32,109.4097087
33,110.0938042
34,108.7522616
35,110.2964884
36,109.3115981
37,110.7812333
38,109.1156417
39,111.0374797
40,109.9500066
41,111.7925838
42,110.6281691
43,111.9346069
44,109.4345227
45,110.8248772
46,108.4879334
47,109.3491369
48,106.7604774
49,107.6612861
50,105.9304081
51,107.6121244
52,106.0047749
53,110.4603799
54,109.6758692
55,113.0708291
56,112.0066181
57,111.8235074
58,110.0832644
59,107.7509466
60,106.6494299
61,102.6061374
62,85.38104841
63,78.61518458
64,116.83296
65,162.4120602
66,189.881599
67,205.0783989
68,208.6505006
69,194.4416847
70,171.4659893
71,128.0893506
72,79.64279279
73,52.1332739
74,71.95944504
75,78.9580677
76,80.76790529
77,81.68729767
78,85.80013765
79,84.63093085
80,88.72978714
81,88.11535274
82,94.0347285
83,95.87716613
84,104.4165609
85,109.0771986
86,119.4277745
87,126.1559715
88,134.8049416
89,138.332662
90,139.2893037
91,134.1387032
92,126.8342604
93,115.9423813
94,105.3861923
95,95.2658825
96,88.47659357
97,84.39823881
98,82.31753088
99,82.65408648
100,81.82749177
101,82.09644428
102,82.34674723
103,83.43853855
104,83.55129212
105,85.54050722
106,85.80944311
107,87.69144331
108,87.57109033
109,89.28755653
110,89.0296847
111,89.77177902
112,90.09431436
113,91.07651434
114,91.41536994
115,93.72388774
116,93.7363817
117,95.08685453
118,95.43735454
119,96.67359342
120,96.05439075
121,96.24634198
122,95.07467294
123,96.42747567
124,95.98306439
125,96.7857201
126,96.60936858
127,96.80133038
128,97.63894927
129,97.49289173
130,97.4913316
131,97.16579354
132,98.35770821
133,98.8573283
134,99.45951465
135,99.36705656
136,101.4424113
137,100.0515762
138,102.2457903
139,100.0834031
140,101.6086347
141,99.50913763
142,102.087982
143,98.22392135
144,101.5766543
145,101.2370621
146,104.307745
147,102.8935612
148,104.614567
149,100.7877789
150,100.4341931
151,96.85449923
152,96.46361428
153,77.40140033
154,64.31351776
155,91.3631746
156,139.1727463
157,166.2084195
158,184.3256628
159,185.995332
160,177.417958
161,154.7916
162,119.1465925
163,67.20321127
164,34.09667975
165,45.18591518
166,58.28915484
167,55.64648054
168,57.4513432
169,58.25617201
170,58.79064228
171,59.31809019
172,60.41432139
173,61.08165522
174,64.01235243
175,67.47685979
176,72.8248172
177,79.14713652
178,86.27597107
179,93.52601812
180,96.19564803
181,96.43403071
182,91.10829265
183,82.09959837
184,70.72023427
185,58.50175552
186,46.7844026
187,36.94116134
188,30.69236866
189,26.38058438
190,25.43479409
191,24.09971825
192,22.25881023
193,21.43190646
194,20.60963803
195,20.92023982
196,19.11661098
197,18.49712189
198,18.70514413
199,19.25117573
200,21.01162052
201,21.44808738
202,21.77496228
203,22.65896277
204,23.71544529
205,24.57612371
206,24.43447946
207,25.37675524
208,26.55444028
209,27.13770062
210,26.90046203
211,28.45811147
212,29.40967848
213,30.24234569
214,31.08434796
215,32.62797654
216,33.88955834
217,34.54273837
218,35.93251787
219,35.57171421
220,36.26217676
221,37.89669727
222,38.66875717
223,40.50606034
224,42.53916096
225,43.78905513
226,44.52847846
227,45.18861379
228,46.90468451
229,46.93312985
230,47.91027181
231,48.66362505
232,49.47993273
233,51.47339162
234,53.72093655
235,56.62579627
236,59.49571004
237,62.05559241
238,63.98839626
239,64.49233327
240,63.67226182
241,63.33933915
242,64.43997639
243,57.09307002
244,40.44315129
245,44.68132128
246,98.81923771
247,137.6354955
248,162.5007002
249,175.4987752
250,173.7555748
251,159.4342766
252,131.4020376
253,85.64018097
254,39.39812696
255,28.93231474
256,55.62265765
257,56.97034587
258,59.58841651
259,63.31372259
260,65.94811348
261,69.10230696
262,72.2821624
263,76.38739904
264,81.02409598
265,86.44402323
266,94.58422304
267,103.5635919
268,112.4240609
269,120.6714896
270,127.0284424
271,130.1522987
272,128.7400494
273,123.5165785
274,113.9970837
275,103.8878335
276,94.25178545
277,85.7415886
278,80.43417773
279,77.62328453
280,76.93128449
281,77.46770521
282,78.25119291
283,78.9904268
284,79.44523354
285,81.07722202
286,81.61594545
287,82.6861597
288,84.03838356
289,84.97803697
290,86.12050687
291,86.64755597
292,87.5918686
293,88.30308464
294,88.85111986
295,90.06580826
296,90.04041154
297,90.59774466
298,90.92896971
299,91.40240336
300,91.60541742
301,92.11845624
302,92.5359412
303,93.02098875
304,93.37318996
305,94.36174039
306,94.74890809
307,95.38778146
308,95.84952748
309,96.60964054
310,96.77764823
311,97.14615308
312,97.38641975
313,97.76190648
314,97.97421239
315,97.98137582
316,98.85099321
317,98.93041562
318,99.01917309
319,99.34102049
320,99.73509968
321,100.0685982
322,101.073419
323,101.6027116
324,101.6890993
325,102.1367812
326,104.1695734
327,103.7524416
328,105.1977942
329,107.4823159
330,109.7831307
331,111.4475896
332,112.2146147
333,112.2030721
334,111.3826882
335,110.4340662
336,111.0682045
337,98.41095768
338,82.49732935
339,95.05220355
340,151.4905278
341,185.2784886
342,207.8147066
343,217.362579
344,212.5095081
345,193.5095833
346,161.2042963
347,111.5260201
348,69.38158463
349,67.30004254
350,92.14626202
351,89.03443985
352,92.23963095
353,94.89934754
354,97.28400587
355,99.1115625
356,101.8831466
357,104.4006685
358,108.2678269
359,113.5918912
360,120.5313087
361,128.6851698
362,138.1746905
363,146.794762
364,153.4241381
365,156.2539808
366,155.3099555
367,148.3239346
368,139.4521378
369,128.2679901
370,118.0908277
371,109.1350975
372,104.2073486
373,100.4987126
374,99.11639774
375,100.0347998
376,101.0091067
377,101.498608
378,103.0719988
379,103.3633429
380,104.3026939
381,104.8014898
382,105.7944535
383,106.2699273
384,106.2745116
385,107.7173554
386,108.6403596
387,109.5564024
388,110.7334892
389,110.4933059
390,111.3277347
391,110.7052816
392,111.4814457
393,111.4160843
394,111.1339532
395,112.4974792
396,113.9006747
397,113.9518466
398,113.436609
399,112.942303
400,112.904903
401,112.1752084
402,113.6692653
403,113.776356
404,114.9137778
405,115.9066651
406,118.1512886
407,118.0019878
408,117.803703
409,118.2184825
410,117.2672919
411,118.3743865
412,119.3416158
413,119.3274574
414,118.7072777
415,118.5882238
416,120.1614883
417,120.312844
418,122.5504391
419,124.8952696
420,125.1281888
421,126.5685632
422,126.0206225
423,124.241874
424,121.2020444
425,120.642436
426,114.782104
427,97.59309448
428,93.51128984
429,136.6882404
430,178.030715
431,202.2496206
432,216.7458972
433,216.5312329
434,204.0718144
435,179.5121422
436,139.2788217
437,92.28091054
438,73.49048503
439,94.66740238
440,100.501665
441,99.2333548
442,102.0116416
443,104.0090718
444,105.9995101
445,108.4934241
446,110.6400142
447,113.7586164
448,119.0171079
449,124.7813944
450,131.0468677
451,139.3752649
452,146.5171659
453,156.6287597
454,158.5981687
455,157.8193444
456,151.5346574
457,143.0192236
458,131.4408288
459,119.7855264
460,108.2793906
461,100.3909577
462,95.85219193
463,96.99173704
464,94.71868118
465,96.35471012
466,97.54554531
467,98.08833641
468,99.42134635
469,99.99675409
470,99.59083527
471,100.1196055
472,100.4292867
473,101.6317564
474,102.3982791
475,102.0809056
476,101.8637791
477,101.5184144
478,102.601971
479,102.4081194
480,103.7923895
481,102.9994713
482,102.7916327
483,103.1105852
484,102.3106684
485,100.0678467
486,99.87397189
487,99.79899022
488,100.3510499
489,101.9707027
490,103.7674762
491,102.7227852
492,104.4729517
493,104.6030893
494,104.1737447
495,103.9588744
496,104.5225652
497,104.6573281
498,105.4307901
499,105.8522591
500,106.187482
501,107.872372
502,108.7949907
503,110.472855
504,110.0551654
505,108.5092682
506,107.8444712
507,106.8626543
508,107.0696463
509,92.08547286
510,77.27848116
511,95.61601739
512,149.669157
513,181.9390596
514,202.1343739
515,208.241123
516,202.2732532
517,183.5151884
518,149.6405737
519,100.0829417
520,63.54166385
521,66.00966
522,90.85530787
523,86.44921291
524,90.67244812
525,92.04024177
526,92.88352649
527,93.32357912
528,96.11558766
529,97.51132212
530,100.3056434
531,105.0486917
532,111.8640024
533,119.3925971
534,128.0750276
535,135.2329797
536,140.5447675
537,140.7679901
538,139.0424788
539,127.6689539
540,117.6054233
541,105.5722239
542,93.52501352
543,86.35194535
544,78.68470272
545,77.20626902
546,76.2149841
547,74.89505205
548,75.67298655
549,75.10362769
550,76.89556312
551,76.40078257
552,77.35820818
553,78.45784237
554,79.71830088
555,80.24914181
556,80.1506154
557,80.99614694
558,79.91626013
559,80.50769567
560,81.44412911
561,80.71387222
562,82.41717524
563,81.2929908
564,84.22474175
565,83.18679335
566,83.63834357
567,84.77055452
568,83.56243013
569,84.17247868
570,85.64968089
571,85.47185048
572,85.85111513
573,85.49844287
574,87.74485786
575,89.00057739
576,90.77378017
577,96.8196847
578,97.99617063
579,98.78099063
580,99.67539594
581,97.94974177
582,95.90941752
583,94.44950378
584,93.16906058
585,77.70914019
586,62.06736222
587,92.43028064
588,142.2104321
589,173.5197245
590,190.162357
591,195.4623044
592,187.9114489
593,165.894373
594,131.4344227
595,81.21687016
596,46.83149817
597,59.76082012
598,77.59220784
599,75.75693575
600,77.03356829
601,79.40809789
602,81.37933438
603,82.40186759
604,87.20061208
605,90.48186668
606,91.96358792
607,98.25884343
608,104.9363588
609,112.1570227
610,121.3263833
611,126.54701
612,131.4249821
613,132.1700772
614,127.4792865
615,118.522776
616,105.9485253
617,95.60736449
618,85.48998579
619,77.58937013
620,73.33447258
621,69.76020525
622,70.51457839
623,70.5347258
624,71.52920461
625,71.93160855
626,73.3130436
627,74.86696068
628,75.27170451
629,76.94448091
630,77.18835994
631,77.48585503
632,79.55492272
633,80.17873563
634,81.48555913
635,79.44502823
636,82.30662414
637,80.05163957
638,79.22322639
639,79.92398469
640,78.24009611
641,79.64244689
642,79.39443423
643,80.19072977
644,79.88677175
645,79.07002354
646,81.64252371
647,80.70220317
648,85.93436467
649,88.70033632
650,90.96746431
651,92.52362096
652,90.52035657
653,89.03222556
654,85.70491888
655,84.96739158
656,77.59811658
